more_90_days_overdue,using_lines_not_secured_personal_assets,number_times_delayed_payment_loan_30_59_days,debt_ratio,number_times_delayed_payment_loan_60_89_days,default_flag,user_id,age,sex,last_month_salary,number_dependents,loan_id,loan_type,Q1,Q3,salary_outlier
0,"0,002068252",0,0,0,0,26128,23,M,3000,0,231511,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,16571,23,M,2100,0,159960,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,9347,23,M,0,0,105910,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,23738,23,F,1120,0,213904,OTHER,3950,9004,NORMAL
98,"0,9999999",98,0,98,0,31655,23,M,,,,,3950,9004,NORMAL
0,"0,006996502",0,0,0,0,4724,23,F,2557,0,71093,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,5558,23,F,3000,0,,,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,20127,23,M,500,0,186568,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,34072,23,M,,0,291162,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,23258,23,F,2500,0,210163,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,31732,23,M,929,0,273857,OTHER,3950,9004,NORMAL
0,"0,002999",0,0,0,0,16887,23,M,1500,0,162127,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,31732,23,M,929,0,273858,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,10501,23,F,820,0,114509,OTHER,3950,9004,NORMAL
0,"0,002068252",0,0,0,0,26128,23,M,3000,0,231512,OTHER,3950,9004,NORMAL
1,"0,9999999",0,0,0,0,10498,23,F,770,0,,,3950,9004,NORMAL
0,"0,009993338",0,0,0,0,2129,23,M,898,0,51805,OTHER,3950,9004,NORMAL
0,"0,009993338",0,0,0,0,2129,23,M,898,0,51806,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,2757,23,M,,,56482,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,23738,23,F,1120,0,213903,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,34072,23,M,,0,291163,OTHER,3950,9004,NORMAL
0,0,0,0,0,0,33482,23,M,898,0,286883,OTHER,3950,9004,NORMAL
0,"0,9999999",0,0,0,0,24255,23,M,1000,0,217705,OTHER,3950,9004,NORMAL
0,"0,9999999",0,2,0,0,20887,23,M,,,,,3950,9004,NORMAL
0,"0,07992008",0,2,0,0,23337,23,M,0,0,210824,OTHER,3950,9004,NORMAL
0,"0,9999999",0,4,0,0,21989,23,M,,,200858,OTHER,3950,9004,NORMAL
0,"0,056928631",0,6,0,0,29627,23,M,0,0,257873,OTHER,3950,9004,NORMAL
0,"0,280898876",0,6,0,0,33365,23,M,0,0,285942,OTHER,3950,9004,NORMAL
0,"0,056928631",0,6,0,0,29627,23,M,0,0,257874,OTHER,3950,9004,NORMAL
0,"0,9999999",0,12,0,0,15497,23,M,,,,,3950,9004,NORMAL
0,"0,226386807",0,13,0,0,1782,23,M,0,0,49254,OTHER,3950,9004,NORMAL
0,"0,226386807",0,13,0,0,1782,23,M,0,0,49253,OTHER,3950,9004,NORMAL
0,"0,938123752",0,14,0,0,15726,23,F,,0,153537,OTHER,3950,9004,NORMAL
0,"0,657342657",0,19,0,0,7334,23,M,0,0,90586,OTHER,3950,9004,NORMAL
0,"0,657342657",0,19,0,0,7334,23,M,0,0,90587,OTHER,3950,9004,NORMAL
0,"0,9999999",0,25,0,0,11842,23,M,1,0,124316,OTHER,3950,9004,NORMAL
0,"0,9999999",0,25,0,0,11842,23,M,1,0,124315,OTHER,3950,9004,NORMAL
0,"0,522674865",0,40,0,0,6958,23,F,,0,87634,OTHER,3950,9004,NORMAL
0,"0,9999999",0,60,0,0,18765,23,M,,0,,,3950,9004,NORMAL
0,"1,022790884",0,152,0,0,31301,23,F,,0,270583,OTHER,3950,9004,NORMAL
0,"0,9999999",0,152,0,0,29260,23,M,0,0,255047,OTHER,3950,9004,NORMAL
0,"1,022790884",0,152,0,0,31301,23,F,,0,270585,OTHER,3950,9004,NORMAL
0,"1,022790884",0,152,0,0,31301,23,F,,0,270586,OTHER,3950,9004,NORMAL
0,"0,9999999",0,152,0,0,29260,23,M,0,0,255046,OTHER,3950,9004,NORMAL
0,"1,022790884",0,152,0,0,31301,23,F,,0,270584,OTHER,3950,9004,NORMAL
0,"0,9999999",0,1,0,0,24679,23,F,,,220838,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37064,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37063,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37067,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37066,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37065,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37062,OTHER,3950,9004,NORMAL
0,"1,005712654",1,1092,0,0,69,23,M,,0,37061,OTHER,3950,9004,NORMAL
0,"0,9999999",0,249,0,0,879,23,F,0,0,42796,OTHER,3950,9004,NORMAL
0,"0,9999999",0,582,0,0,3314,23,M,,0,60729,OTHER,3950,9004,NORMAL
0,"0,043912176",0,85,0,0,2308,23,M,,,53135,OTHER,3950,9004,NORMAL
0,"0,043912176",0,85,0,0,2308,23,M,,,53134,OTHER,3950,9004,NORMAL
0,"0,043912176",0,85,0,0,2308,23,M,,,53133,OTHER,3950,9004,NORMAL
1,"1,155527795",1,687,1,1,19807,23,M,,0,184038,OTHER,3950,9004,NORMAL
1,"1,155527795",1,687,1,1,19807,23,M,,0,184039,OTHER,3950,9004,NORMAL
1,"1,155527795",1,687,1,1,19807,23,M,,0,184040,OTHER,3950,9004,NORMAL
0,"0,95802099",1,61,0,0,32564,23,F,,,280081,OTHER,3950,9004,NORMAL
0,"0,95802099",1,61,0,0,32564,23,F,,,280082,OTHER,3950,9004,NORMAL
0,"0,183810806",0,98,0,0,27773,23,F,,,243799,OTHER,3950,9004,NORMAL
0,"0,183810806",0,98,0,0,27773,23,F,,,243798,OTHER,3950,9004,NORMAL
0,"0,183810806",0,98,0,0,27773,23,F,,,243801,OTHER,3950,9004,NORMAL
0,"0,183810806",0,98,0,0,27773,23,F,,,243800,OTHER,3950,9004,NORMAL
0,"0,183810806",0,98,0,0,27773,23,F,,,243802,OTHER,3950,9004,NORMAL
0,"0,999836815",1,188,0,0,785,23,M,,2,42131,OTHER,3950,9004,NORMAL
0,"0,999836815",1,188,0,0,785,23,M,,2,42132,OTHER,3950,9004,NORMAL
0,"0,874742723",0,264,0,0,16383,23,M,,0,158489,OTHER,3950,9004,NORMAL
0,"0,874742723",0,264,0,0,16383,23,M,,0,158488,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,146810146",0,0,9808,23,M,1300,1,109242,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,146810146",0,0,9808,23,M,1300,1,109241,OTHER,3950,9004,NORMAL
0,"0,474262869",0,"0,011336982",0,0,398,23,F,2557,0,39324,OTHER,3950,9004,NORMAL
0,"0,474262869",0,"0,011336982",0,0,398,23,F,2557,0,39323,OTHER,3950,9004,NORMAL
0,"0,474262869",0,"0,011336982",0,0,398,23,F,2557,0,39322,OTHER,3950,9004,NORMAL
0,"0,337052601",0,"0,043643264",0,0,3546,23,F,1580,0,62465,OTHER,3950,9004,NORMAL
0,"0,337052601",0,"0,043643264",0,0,3546,23,F,1580,0,62467,OTHER,3950,9004,NORMAL
0,"0,337052601",0,"0,043643264",0,0,3546,23,F,1580,0,62466,OTHER,3950,9004,NORMAL
0,"0,337052601",0,"0,043643264",0,0,3546,23,F,1580,0,62468,OTHER,3950,9004,NORMAL
0,"0,057823696",0,"0,002701972",0,0,2991,23,M,3700,0,58337,OTHER,3950,9004,NORMAL
0,"0,057823696",0,"0,002701972",0,0,2991,23,M,3700,0,58339,OTHER,3950,9004,NORMAL
0,"0,057823696",0,"0,002701972",0,0,2991,23,M,3700,0,58338,OTHER,3950,9004,NORMAL
0,"0,057823696",0,"0,002701972",0,0,2991,23,M,3700,0,58336,OTHER,3950,9004,NORMAL
0,0,0,"0,592039801",0,0,1791,23,M,200,0,49303,OTHER,3950,9004,NORMAL
0,"0,739086971",0,"0,036646308",0,0,28293,23,F,1800,0,247755,OTHER,3950,9004,NORMAL
0,"0,305651672",0,"0,224855491",0,0,31237,23,M,1729,0,270127,OTHER,3950,9004,NORMAL
0,"0,305651672",0,"0,224855491",0,0,31237,23,M,1729,0,270126,OTHER,3950,9004,NORMAL
0,"0,305651672",0,"0,224855491",0,0,31237,23,M,1729,0,270125,OTHER,3950,9004,NORMAL
0,"0,305651672",0,"0,224855491",0,0,31237,23,M,1729,0,270129,OTHER,3950,9004,NORMAL
0,"0,305651672",0,"0,224855491",0,0,31237,23,M,1729,0,270128,OTHER,3950,9004,NORMAL
0,"0,028985507",0,"0,027027027",1,0,5513,23,F,2700,0,76908,OTHER,3950,9004,NORMAL
0,"0,028985507",0,"0,027027027",1,0,5513,23,F,2700,0,76906,OTHER,3950,9004,NORMAL
0,"0,028985507",0,"0,027027027",1,0,5513,23,F,2700,0,76910,OTHER,3950,9004,NORMAL
0,"0,028985507",0,"0,027027027",1,0,5513,23,F,2700,0,76907,OTHER,3950,9004,NORMAL
0,"0,028985507",0,"0,027027027",1,0,5513,23,F,2700,0,76909,OTHER,3950,9004,NORMAL
0,"0,218520986",0,"0,010011123",0,0,6476,23,F,898,0,83958,OTHER,3950,9004,NORMAL
0,"0,218520986",0,"0,010011123",0,0,6476,23,F,898,0,83957,OTHER,3950,9004,NORMAL
0,"0,218520986",0,"0,010011123",0,0,6476,23,F,898,0,83959,OTHER,3950,9004,NORMAL
0,"0,337325349",0,"0,008174387",0,0,26832,23,M,1100,0,236795,OTHER,3950,9004,NORMAL
0,"0,337325349",0,"0,008174387",0,0,26832,23,M,1100,0,236796,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,208657048",0,0,35480,23,M,900,0,301457,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,208657048",0,0,35480,23,M,900,0,301458,OTHER,3950,9004,NORMAL
0,"0,784431138",0,"0,011827957",0,0,11223,23,M,929,0,119704,OTHER,3950,9004,NORMAL
0,"0,784431138",0,"0,011827957",0,0,11223,23,M,929,0,119705,OTHER,3950,9004,NORMAL
0,0,0,"0,047311828",0,0,34378,23,F,929,0,293661,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,000832639",0,0,28152,23,M,1200,0,246677,OTHER,3950,9004,NORMAL
0,"0,025135676",0,"0,002150538",0,0,30413,23,F,929,0,263982,OTHER,3950,9004,NORMAL
0,"0,025135676",0,"0,002150538",0,0,30413,23,F,929,0,263981,OTHER,3950,9004,NORMAL
0,"0,025135676",0,"0,002150538",0,0,30413,23,F,929,0,263983,OTHER,3950,9004,NORMAL
0,"0,014628275",0,"0,004872107",0,0,5687,23,M,820,0,78097,OTHER,3950,9004,NORMAL
0,"0,014628275",0,"0,004872107",0,0,5687,23,M,820,0,78095,OTHER,3950,9004,NORMAL
0,"0,014628275",0,"0,004872107",0,0,5687,23,M,820,0,78096,OTHER,3950,9004,NORMAL
0,"1,113772455",0,"0,006765328",0,0,17810,23,F,2364,0,168981,OTHER,3950,9004,NORMAL
0,"0,045823787",0,"0,001713796",0,0,14274,23,M,3500,0,142671,OTHER,3950,9004,NORMAL
0,"0,629370629",0,"0,006920415",0,0,16494,23,M,2600,0,159337,OTHER,3950,9004,NORMAL
0,"0,058660149",0,"0,059100265",0,0,29688,23,M,3400,0,258344,OTHER,3950,9004,NORMAL
0,"0,058660149",0,"0,059100265",0,0,29688,23,M,3400,0,258342,OTHER,3950,9004,NORMAL
0,"0,058660149",0,"0,059100265",0,0,29688,23,M,3400,0,258341,OTHER,3950,9004,NORMAL
0,"0,058660149",0,"0,059100265",0,0,29688,23,M,3400,0,258343,OTHER,3950,9004,NORMAL
0,"0,058660149",0,"0,059100265",0,0,29688,23,M,3400,0,258340,OTHER,3950,9004,NORMAL
0,"0,077134986",0,"0,086765294",0,0,34758,23,F,2500,0,296385,OTHER,3950,9004,NORMAL
0,"0,077134986",0,"0,086765294",0,0,34758,23,F,2500,0,296388,OTHER,3950,9004,NORMAL
0,"0,077134986",0,"0,086765294",0,0,34758,23,F,2500,0,296386,OTHER,3950,9004,NORMAL
0,"0,077134986",0,"0,086765294",0,0,34758,23,F,2500,0,296387,OTHER,3950,9004,NORMAL
0,"0,379554982",0,"0,011662779",0,0,6769,23,M,3000,0,86129,OTHER,3950,9004,NORMAL
0,"0,379554982",0,"0,011662779",0,0,6769,23,M,3000,0,86131,OTHER,3950,9004,NORMAL
0,"0,379554982",0,"0,011662779",0,0,6769,23,M,3000,0,86130,OTHER,3950,9004,NORMAL
0,"0,5982009",0,"0,008972058",0,0,24571,23,M,3900,0,220023,OTHER,3950,9004,NORMAL
0,"0,5982009",0,"0,008972058",0,0,24571,23,M,3900,0,220024,OTHER,3950,9004,NORMAL
0,"0,181636727",0,"0,0009995",0,0,14059,23,F,2000,0,141080,OTHER,3950,9004,NORMAL
0,"0,181636727",0,"0,0009995",0,0,14059,23,F,2000,0,141079,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,146204311",0,0,20894,23,M,3200,0,192483,OTHER,3950,9004,NORMAL
0,"0,9999999",1,"0,004497751",0,0,19133,23,F,2000,0,179000,OTHER,3950,9004,NORMAL
0,"0,108564296",0,"0,035294118",0,0,7540,23,M,3229,0,92171,OTHER,3950,9004,NORMAL
0,"0,108564296",0,"0,035294118",0,0,7540,23,M,3229,0,92172,OTHER,3950,9004,NORMAL
0,"0,108564296",0,"0,035294118",0,0,7540,23,M,3229,0,92169,OTHER,3950,9004,NORMAL
0,"0,108564296",0,"0,035294118",0,0,7540,23,M,3229,0,92170,OTHER,3950,9004,NORMAL
0,"0,108564296",0,"0,035294118",0,0,7540,23,M,3229,0,92167,OTHER,3950,9004,NORMAL
0,"0,108564296",0,"0,035294118",0,0,7540,23,M,3229,0,92168,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,184815185",0,0,1831,23,M,1000,0,49610,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,184815185",0,0,1831,23,M,1000,0,49611,OTHER,3950,9004,NORMAL
0,0,1,"0,150499706",0,0,20830,23,F,1700,0,191961,OTHER,3950,9004,NORMAL
0,0,1,"0,150499706",0,0,20830,23,F,1700,0,191963,OTHER,3950,9004,NORMAL
0,0,1,"0,150499706",0,0,20830,23,F,1700,0,191960,OTHER,3950,9004,NORMAL
0,0,1,"0,150499706",0,0,20830,23,F,1700,0,191962,OTHER,3950,9004,NORMAL
0,"0,102779444",0,"0,009135201",0,0,6329,23,M,1641,0,82896,OTHER,3950,9004,NORMAL
0,"0,9999999",1,"0,028017241",0,0,29248,23,M,1855,0,254962,OTHER,3950,9004,NORMAL
0,"0,9999999",1,"0,028017241",0,0,29248,23,M,1855,0,254961,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,091973722",0,0,25780,23,M,3500,0,228985,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,091973722",0,0,25780,23,M,3500,0,228986,OTHER,3950,9004,NORMAL
0,"0,058985254",0,"0,003242542",0,0,22033,23,F,3083,0,201133,OTHER,3950,9004,NORMAL
0,"0,058985254",0,"0,003242542",0,0,22033,23,F,3083,0,201136,OTHER,3950,9004,NORMAL
0,"0,058985254",0,"0,003242542",0,0,22033,23,F,3083,0,201135,OTHER,3950,9004,NORMAL
0,"0,058985254",0,"0,003242542",0,0,22033,23,F,3083,0,201134,OTHER,3950,9004,NORMAL
0,"0,179213857",0,"0,008602151",0,0,34629,23,M,929,0,295427,OTHER,3950,9004,NORMAL
0,"0,19320453",0,"0,008602151",0,0,17316,23,F,929,0,165374,OTHER,3950,9004,NORMAL
0,"0,19320453",0,"0,008602151",0,0,17316,23,F,929,0,165375,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,208704772",0,0,16614,23,M,1906,1,160244,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,208704772",0,0,16614,23,M,1906,1,160245,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,208704772",0,0,16614,23,M,1906,1,160243,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,151658768",0,0,10655,23,M,3586,1,115675,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177256,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177253,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177254,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177251,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177252,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177257,OTHER,3950,9004,NORMAL
0,"0,079384479",0,"0,054339328",0,0,18888,23,M,2557,0,177255,OTHER,3950,9004,NORMAL
0,"0,101159536",0,"0,008526188",0,0,11378,23,F,820,0,120824,OTHER,3950,9004,NORMAL
0,"0,101159536",0,"0,008526188",0,0,11378,23,F,820,0,120825,OTHER,3950,9004,NORMAL
0,"0,022362536",0,"0,088771311",0,0,22278,23,F,1700,0,202983,OTHER,3950,9004,NORMAL
0,"0,022362536",0,"0,088771311",0,0,22278,23,F,1700,0,202982,OTHER,3950,9004,NORMAL
0,"0,764522174",0,"0,283143371",0,0,1027,23,M,1666,0,43843,OTHER,3950,9004,NORMAL
0,"0,764522174",0,"0,283143371",0,0,1027,23,M,1666,0,43845,OTHER,3950,9004,NORMAL
0,"0,764522174",0,"0,283143371",0,0,1027,23,M,1666,0,43844,OTHER,3950,9004,NORMAL
0,"0,764522174",0,"0,283143371",0,0,1027,23,M,1666,0,991,REAL ESTATE,3950,9004,NORMAL
0,"0,764522174",0,"0,283143371",0,0,1027,23,M,1666,0,43842,OTHER,3950,9004,NORMAL
0,"0,8203415",0,"0,112221864",0,0,26602,23,M,3100,0,235046,OTHER,3950,9004,NORMAL
0,"0,8203415",0,"0,112221864",0,0,26602,23,M,3100,0,235043,OTHER,3950,9004,NORMAL
0,"0,8203415",0,"0,112221864",0,0,26602,23,M,3100,0,235045,OTHER,3950,9004,NORMAL
0,"0,8203415",0,"0,112221864",0,0,26602,23,M,3100,0,235044,OTHER,3950,9004,NORMAL
0,"0,8203415",0,"0,112221864",0,0,26602,23,M,3100,0,235042,OTHER,3950,9004,NORMAL
0,"0,513641756",0,"0,315488936",0,0,25057,23,M,1400,0,223536,OTHER,3950,9004,NORMAL
0,"0,513641756",0,"0,315488936",0,0,25057,23,M,1400,0,223535,OTHER,3950,9004,NORMAL
0,"0,513641756",0,"0,315488936",0,0,25057,23,M,1400,0,223537,OTHER,3950,9004,NORMAL
0,"0,054198134",0,"0,009966777",0,0,20319,23,F,300,0,188177,OTHER,3950,9004,NORMAL
0,"0,054198134",0,"0,009966777",0,0,20319,23,F,300,0,188178,OTHER,3950,9004,NORMAL
0,"0,054198134",0,"0,009966777",0,0,20319,23,F,300,0,188179,OTHER,3950,9004,NORMAL
0,0,1,"0,197667962",0,0,18508,23,M,1800,0,174320,OTHER,3950,9004,NORMAL
0,0,1,"0,197667962",0,0,18508,23,M,1800,0,174321,OTHER,3950,9004,NORMAL
0,0,1,"0,197667962",0,0,18508,23,M,1800,0,174319,OTHER,3950,9004,NORMAL
0,"0,075898802",0,"0,002493766",0,0,10352,23,M,400,0,113346,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213690,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213694,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213693,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213688,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213692,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213689,OTHER,3950,9004,NORMAL
0,"0,492311818",0,"0,160335866",0,0,23709,23,M,2500,0,213691,OTHER,3950,9004,NORMAL
0,"0,280719281",0,"0,093548387",0,0,15354,23,M,929,0,150672,OTHER,3950,9004,NORMAL
0,"0,280719281",0,"0,093548387",0,0,15354,23,M,929,0,150671,OTHER,3950,9004,NORMAL
0,"0,369315342",0,"0,027465668",0,0,11474,23,M,800,0,121574,OTHER,3950,9004,NORMAL
0,"0,369315342",0,"0,027465668",0,0,11474,23,M,800,0,121576,OTHER,3950,9004,NORMAL
0,"0,369315342",0,"0,027465668",0,0,11474,23,M,800,0,121575,OTHER,3950,9004,NORMAL
0,"0,369315342",0,"0,027465668",0,0,11474,23,M,800,0,121577,OTHER,3950,9004,NORMAL
0,"0,15810995",0,"0,007686395",0,0,31183,23,M,1300,0,269807,OTHER,3950,9004,NORMAL
0,"0,24870052",0,"0,598442714",0,0,23044,23,F,898,0,208598,OTHER,3950,9004,NORMAL
0,"0,24870052",0,"0,598442714",0,0,23044,23,F,898,0,208599,OTHER,3950,9004,NORMAL
0,"0,24870052",0,"0,598442714",0,0,23044,23,F,898,0,208597,OTHER,3950,9004,NORMAL
0,0,0,"0,163215591",0,0,22256,23,F,820,0,202848,OTHER,3950,9004,NORMAL
0,0,0,"0,163215591",0,0,22256,23,F,820,0,202847,OTHER,3950,9004,NORMAL
0,"1,03996004",1,"0,185876083",0,0,6411,23,M,1500,0,83445,OTHER,3950,9004,NORMAL
0,"1,03996004",1,"0,185876083",0,0,6411,23,M,1500,0,83444,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,085975436",0,0,3996,23,F,3500,1,65743,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,085975436",0,0,3996,23,F,3500,1,65744,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,085975436",0,0,3996,23,F,3500,1,65742,OTHER,3950,9004,NORMAL
0,"0,035755479",0,"0,002614379",0,0,16136,23,F,764,0,156546,OTHER,3950,9004,NORMAL
0,"0,035755479",0,"0,002614379",0,0,16136,23,F,764,0,156545,OTHER,3950,9004,NORMAL
0,"0,035755479",0,"0,002614379",0,0,16136,23,F,764,0,156544,OTHER,3950,9004,NORMAL
0,"0,440519827",0,"0,00389961",0,0,4720,23,M,10000,0,71069,OTHER,3950,9004,NORMAL
0,"0,440519827",0,"0,00389961",0,0,4720,23,M,10000,0,71070,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,242876526",0,0,35680,23,M,736,0,303070,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,107892108",0,0,2393,23,F,1000,0,53741,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,007308161",0,0,30323,23,M,820,0,263217,OTHER,3950,9004,NORMAL
0,"0,270486342",0,"0,014616322",0,0,24688,23,M,820,0,220877,OTHER,3950,9004,NORMAL
0,"0,006993007",0,"0,086522463",0,0,33904,23,F,600,0,289999,OTHER,3950,9004,NORMAL
0,"0,006993007",0,"0,086522463",0,0,33904,23,F,600,0,290000,OTHER,3950,9004,NORMAL
0,"0,029492627",0,"0,000789266",0,0,28029,23,M,3800,0,245755,OTHER,3950,9004,NORMAL
0,"0,029492627",0,"0,000789266",0,0,28029,23,M,3800,0,245754,OTHER,3950,9004,NORMAL
0,"0,263473054",0,"0,112565445",0,0,2686,23,F,1527,0,55889,OTHER,3950,9004,NORMAL
0,"0,263473054",0,"0,112565445",0,0,2686,23,F,1527,0,55890,OTHER,3950,9004,NORMAL
0,"0,9999999",0,"0,069936421",0,0,24963,23,M,1100,0,222890,OTHER,3950,9004,NORMAL
0,"1,070619587",0,"0,058465286",0,0,337,23,M,820,0,38867,OTHER,3950,9004,NORMAL
0,"1,070619587",0,"0,058465286",0,0,337,23,M,820,0,38866,OTHER,3950,9004,NORMAL
1,"0,9999999",1,"0,068931881",0,0,18974,23,M,6150,0,177858,OTHER,3950,9004,NORMAL
1,"0,9999999",1,"0,068931881",0,0,18974,23,M,6150,0,177856,OTHER,3950,9004,NORMAL
1,"0,9999999",1,"0,068931881",0,0,18974,23,M,6150,0,177857,OTHER,3950,9004,NORMAL
1,"0,9999999",1,"0,068931881",0,0,18974,23,M,6150,0,177855,OTHER,3950,9004,NORMAL
0,"0,996007984",0,"0,003054101",0,0,3232,23,M,4583,0,60160,OTHER,3950,9004,NORMAL
0,"0,269092363",0,"0,079250247",0,0,8628,23,M,3040,0,100255,OTHER,3950,9004,NORMAL
0,"0,269092363",0,"0,079250247",0,0,8628,23,M,3040,0,100256,OTHER,3950,9004,NORMAL
0,"0,269092363",0,"0,079250247",0,0,8628,23,M,3040,0,100254,OTHER,3950,9004,NORMAL